image,question,answer
image3075,What is present?,intraductal Papillomatosis With Apocrine Metaplasia
image3075,Does this image appear benign?,yes
image3075,Does retroperitoneal liposarcoma appear benign?,no
image3076,What does this image show?,metastatic choriocarcinoma with extensive vascularization
image3076,How does this image show metastatic choriocarcinoma?,with extensive vascularization 
image3076,Does this image show metastatic choriocarcinoma with extensive vascularization?,yes
image3076,Does natural color show metastatic choriocarcinoma with extensive vascularization?,no
image3076,What is present?,breast
image3076,Is breast present?,yes
image3076,Is opened muscle present?,no
image3076,What is present?,metastatic Carcinoma
image3076,Is metastatic Carcinoma present?,yes
image3076,Is carcinomatosis endometrium primary present?,no
image3076,Where is this area in the body?,breast
image3076,What is present ?,breast
image3076,What is present ?,metastatic Carcinoma
image3077,What does this image show?,excellent invasive tumor with marked desmoplastic reaction
image3077,How does this image show excellent invasive tumor?,with marked desmoplastic reaction 
image3077,Does this image show excellent invasive tumor with marked desmoplastic reaction?,yes
image3077,Is very good example present?,no
image3077,What are seen?,intraductal lesions
image3077,What is present ?,papillary Intraductal Adenocarcinoma
image3077,What is present ?,breast
image3077,What are seen ?,intraductal lesions
image3077,Where is this area in the body?,breast
image3077,Is an opened peritoneal cavity cause by fibrous band strangulation present?,no
image3077,Is papillary Intraductal Adenocarcinoma present?,yes
image3077,Does leiomyosarcoma show excellent invasive tumor with marked desmoplastic reaction?,no
image3077,Is breast present?,yes
image3077,What is present?,papillary Intraductal Adenocarcinoma
image3077,What is present?,breast
image3077,Are opened abdominal cavity with massive tumor in omentum none apparent in liver nor over peritoneal surfaces gut seen?,no
image3077,Are intraductal lesions seen?,yes
image3078,Does this image show normal breast?,yes
image3078,What does this image show?,normal breast
image3078,Does lower chest and abdomen anterior show normal breast?,no
image3078,Where is this area in the body?,breast
image3079,How are newborn with renal polycystic disease legs too ?,short
image3079,What are too short?,renal polycystic disease legs
image3079,What is present ?,six digits
image3079,Is normal newborn present?,no
image3079,What are too short ?,newborn with renal polycystic disease legs
image3079,What are present ?,extremities
image3079,What is present ?,Foot
image3079,Is six digits present?,six
image3079,What is present?,six digits
image3079,How many digits is present?,six
image3079,Is good example tastefully shown with face out of picture and genitalia present?,yes
image3079,Is foot present?,yes
image3079,What is present?,foot
image3079,Are aldactone bodies present?,no
image3079,Are extremities present?,yes
image3079,What appear clubbed ?,feet
image3079,Do sets appear clubbed?,no
image3079,Do feet appear clubbed?,yes
image3079,What appear clubbed?,feet
image3079,Does this section show newborn with renal polycystic disease legs are too short?,no
image3079,Does this image show newborn with renal polycystic disease legs are too short?,yes
image3079,What does this image show?,newborn with renal polycystic disease legs are too short
image3079,Are good example tastefully shown with face out of picture and genitalia too short?,no
image3079,Are renal polycystic disease legs too short?,yes
image3079,What are present?,extremities
image3080,What is present ?,pulmonary osteoarthropathy
image3080,What are present ?,extremities
image3080,How does this image show childs hands?,with obvious clubbing 
image3080,Is normal immature infant present?,no
image3080,Are extremities present?,yes
image3080,What is present?,pulmonary osteoarthropathy
image3080,Are mitotic figures present?,no
image3080,What are present?,extremities
image3080,Does slide show childs hands with obvious clubbing?,no
image3080,Does this image show childs hands with obvious clubbing?,yes
image3080,Is pulmonary osteoarthropathy present?,yes
image3080,What does this image show?,childs hands with obvious clubbing
image3081,Does breast show marked deformity both legs?,no
image3081,What does this image show?,this
image3081,Does this image show marked deformity both legs?,yes
image3081,What is present ?,Dysplastic
image3081,What are present ?,extremities
image3081,What are present?,extremities
image3081,Is natural color present?,no
image3081,Is Dysplastic present?,yes
image3081,What is present?,Dysplastic
image3081,Are view looking down on heads present?,no
image3081,Are extremities present?,yes
image3081,What shows marked deformity both legs?,no
image3082,What does this image show?,good close-up of gangrene
image3082,Does mucoepidermoid carcinoma show good close-up of gangrene?,no
image3082,What are present?,extremities
image3082,Are extremities present?,yes
image3082,Are mitotic figures present?,no
image3082,What is present?,foot
image3082,Is foot present?,yes
image3082,What are present ?,extremities
image3082,What is present ?,Foot
image3082,Does this image show good close-up of gangrene?,yes
image3082,Is immunostain for growth hormone present?,no
image3083,What are present ?,extremities
image3083,Does this great toe show clubbing?,yes
image3083,What shows clubbing?,this great toe
image3083,Is case of peritonitis slide present?,no
image3083,What is present ?,pulmonary osteoarthropathy
image3083,Is pulmonary osteoarthropathy present?,yes
image3083,What is present?,pulmonary osteoarthropathy
image3083,What shows clubbing ?,this great toe
image3083,Are extremities present?,yes
image3083,What are present?,extremities
image3083,Does feet show clubbing?,no
image3083,Are trophic changes present?,no
image3084,What are present ?,extremities
image3084,What does this image show?,simian crease
image3084,Does this image show simian crease?,yes
image3084,Does malignant adenoma show simian crease?,no
image3084,What are present?,extremities
image3084,Are extremities present?,yes
image3084,Are sets present?,no
image3084,What is present?,hand
image3084,Is hand present?,yes
image3084,Is myocardial infarct present?,no
image3084,What is present ?,hand
image3085,Is foot present?,yes
image3085,What are present?,extremities
image3085,Is chest and abdomen slide present?,no
image3085,What does this image show?,typical gangrene
image3085,Does this image show typical gangrene?,yes
image3085,Does granulomata slide show typical gangrene?,no
image3085,What are present ?,extremities
image3085,Are extremities present?,yes
image3085,Are good example tastefully shown with face out of picture and genitalia present?,no
image3085,What is present ?,Foot
image3085,What is present?,foot
image3086,What are present?,extremities
image3086,Are extremities present?,yes
image3086,Are toes present?,no
image3086,What is present?,feet
image3086,Is feet present?,yes
image3086,Does mucoepidermoid carcinoma show 22wf juvenile rheumatoid arthritis mild deformity with high arch?,no
image3086,What are present ?,extremities
image3086,Does this image show 22wf juvenile rheumatoid arthritis mild deformity with high arch?,yes
image3086,What is present ?,Feet
image3086,What does this image show?,22wf juvenile rheumatoid arthritis mild deformity with high arch
image3087,Does this image show simian crease?,yes
image3087,What does this image show?,simian crease
image3087,What is present ?,hand
image3087,What are present ?,extremities
image3087,Is hand present?,yes
image3087,What is present?,hand
image3087,Are extremities present?,yes
image3087,What are present?,extremities
image3088,What does this image show?,necrosis of distal finger in a patient with panniculitis and fascitis
image3088,Does nipple duplication show necrosis of distal finger in a patient with panniculitis and fascitis?,no
image3088,Are extremities present?,yes
image3088,What streptococcus a scepticemia in a patient with scleroderma who was on high dose steroids ?,necrosis of distal finger panniculitis and fascitis
image3088,What are present ?,extremities
image3088,Does this image show necrosis of distal finger in a patient with panniculitis and fascitis?,yes
image3088,Are cells present?,no
image3088,What are present?,extremities
image3089,What does this image show?,obvious lesion
image3089,Does this image show obvious lesion?,yes
image3089,What is present ?,hand
image3089,What are present ?,extremities
image3089,Is this typical lesion present?,no
image3089,Is pulmonary osteoarthropathy present?,yes
image3089,What is present?,pulmonary osteoarthropathy
image3089,What is present ?,pulmonary osteoarthropathy
image3089,Is hand present?,yes
